"統計名：","令和２年国勢調査 人口等基本集計　（主な内容：男女・年齢・配偶関係，世帯の構成，住居の状態，母子・父子世帯，国籍など）"
"表番号：","2-7-1"
"表題：","[総人口・総世帯数・男女・年齢・配偶関係] 男女，年齢（5歳階級），国籍総数か日本人別人口－全国，都道府県，市区町村（2000年（平成12年）市区町村含む）"
"実施年月：","2020年","10月"
"市区町村時点（年月日）：","-"

"***","当該数値がないもの"
"-","当該数値がないもの"

"","","","","","","","","","","/年齢 コード","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","R1","R2","R3","R4","R5","R6"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33101","岡山市北区","","314,523","12,148","12,945","13,100","16,007","21,203","17,403","16,988","18,556","20,777","23,785","19,539","17,439","16,066","16,070","18,658","14,604","10,486","8,538","4,448","1,211","214","14,338","38,193","187,763","74,229","39,501","14,411","187,826"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33102","岡山市中区","","149,232","6,667","7,146","7,251","7,256","7,237","7,380","7,980","9,159","10,098","11,779","9,573","8,643","7,970","8,404","10,009","7,671","5,497","4,087","1,903","547","102","2,873","21,064","87,075","38,220","19,807","6,639","88,223"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33103","岡山市東区","","93,108","3,065","3,709","4,119","4,853","4,484","4,061","4,302","4,885","5,569","7,043","5,727","5,541","5,667","5,922","7,333","5,948","4,166","3,165","1,560","455","73","1,461","10,893","52,132","28,622","15,367","5,253","53,201"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33104","岡山市南区","","167,828","7,006","7,639","7,961","7,930","7,555","8,355","8,898","10,088","11,284","13,484","10,954","9,794","9,473","10,130","12,052","8,954","6,234","4,463","2,138","589","101","2,746","22,606","97,815","44,661","22,479","7,291","100,015"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33202","倉敷市","","474,592","17,836","19,902","20,748","21,460","21,163","20,891","22,511","24,799","27,993","34,714","27,763","24,379","24,248","27,136","32,981","26,535","18,325","12,631","6,008","1,624","292","40,653","58,486","249,921","125,532","65,415","20,555","255,597"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","3320B","（旧：倉敷市）","","448,177","17,011","18,814","19,491","20,311","20,197","20,009","21,433","23,497","26,363","32,824","26,244","23,050","22,762","25,152","30,504","24,567","17,158","11,938","5,633","1,547","271","39,401","55,316","236,690","116,770","61,114","19,389","241,531"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33441","（旧：船穂町）","","7,608","345","362","340","277","280","302","456","402","440","479","419","413","398","513","549","466","343","239","130","25","5","425","1,047","3,866","2,270","1,208","399","4,102"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33503","（旧：真備町）","","18,807","480","726","917","872","686","580","622","900","1,190","1,411","1,100","916","1,088","1,471","1,928","1,502","824","454","245","52","16","827","2,123","9,365","6,492","3,093","767","9,964"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33203","津山市","","99,937","3,736","4,159","4,554","5,355","3,950","4,189","4,798","5,268","6,236","7,106","6,158","5,859","6,315","6,808","7,682","5,394","4,507","3,495","2,019","548","91","1,710","12,449","55,234","30,544","16,054","6,153","56,687"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","3320C","（旧：津山市）","","83,903","3,311","3,590","3,883","4,710","3,532","3,727","4,210","4,555","5,402","6,170","5,322","4,902","5,117","5,266","6,100","4,294","3,512","2,661","1,489","395","69","1,686","10,784","47,647","23,786","12,420","4,614","48,203"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33601","（旧：加茂町）","","3,701","98","94","157","146","66","94","122","147","193","184","181","237","311","363","407","253","258","205","139","34","10","2","349","1,681","1,669","899","388","1,898"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33605","（旧：阿波村）","","417","6","8","15","19","9","9","10","13","16","23","23","29","35","40","49","44","27","28","8","5","1","-","29","186","202","113","42","207"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33624","（旧：勝北町）","","5,855","164","225","254","240","179","200","222","240","300","364","347","344","410","511","541","384","361","293","206","59","2","9","643","2,846","2,357","1,305","560","3,117"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33664","（旧：久米町）","","6,061","157","242","245","240","164","159","234","313","325","365","285","347","442","628","585","419","349","308","177","55","9","13","644","2,874","2,530","1,317","549","3,262"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33204","玉野市","","56,531","1,688","1,866","2,054","2,290","2,201","2,186","2,463","2,627","3,041","3,947","3,308","3,238","3,433","4,472","5,670","4,631","3,198","2,242","1,178","325","58","415","5,608","28,734","21,774","11,632","3,803","30,916"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33205","笠岡市","","46,088","1,146","1,561","1,712","1,762","1,642","1,676","1,752","2,028","2,229","2,998","2,802","2,916","3,199","3,521","3,996","3,264","2,537","2,145","1,153","368","80","1,601","4,419","23,004","17,064","9,547","3,746","24,763"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33207","井原市","","38,384","1,045","1,291","1,544","1,720","1,517","1,373","1,594","1,745","2,173","2,574","2,440","2,298","2,594","3,002","3,281","2,749","2,150","1,784","1,025","312","52","121","3,880","20,028","14,355","8,072","3,173","21,310"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","3320D","（旧：井原市）","","30,627","918","1,103","1,289","1,454","1,293","1,159","1,328","1,454","1,841","2,138","2,040","1,814","1,940","2,229","2,515","2,124","1,585","1,315","720","216","33","119","3,310","16,461","10,737","5,993","2,284","17,236"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33462","（旧：美星町）","","3,710","47","78","110","129","109","101","114","138","129","212","187","223","311","365","371","310","280","266","161","60","7","2","235","1,653","1,820","1,084","494","1,889"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33481","（旧：芳井町）","","4,047","80","110","145","137","115","113","152","153","203","224","213","261","343","408","395","315","285","203","144","36","12","-","335","1,914","1,798","995","395","2,185"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33208","総社市","","69,030","2,925","3,286","3,378","3,418","3,655","3,125","3,708","4,049","4,517","5,055","3,935","3,707","3,996","4,330","5,278","3,732","2,673","2,034","1,000","315","46","868","9,589","39,165","19,408","9,800","3,395","40,077"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","3320E","（旧：総社市）","","57,948","2,355","2,654","2,757","2,904","3,205","2,673","3,071","3,327","3,773","4,264","3,316","3,149","3,387","3,671","4,450","3,085","2,226","1,727","829","267","36","822","7,766","33,069","16,291","8,170","2,859","33,836"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33427","（旧：山手村）","","5,157","312","330","337","247","195","203","308","365","389","366","292","258","241","300","376","247","171","128","56","16","3","17","979","2,864","1,297","621","203","2,917"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33428","（旧：清音村）","","5,925","258","302","284","267","255","249","329","357","355","425","327","300","368","359","452","400","276","179","115","32","7","29","844","3,232","1,820","1,009","333","3,324"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33209","高梁市","","29,072","690","856","1,000","1,317","1,475","1,124","1,005","1,173","1,386","1,521","1,466","1,667","2,130","2,485","2,530","1,914","1,888","1,666","1,018","357","46","358","2,546","14,264","11,904","6,889","3,087","15,432"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","3320F","（旧：高梁市）","","19,016","470","593","662","995","1,194","840","747","820","933","1,010","979","1,042","1,319","1,534","1,538","1,178","1,031","954","579","217","31","350","1,725","9,879","7,062","3,990","1,781","10,418"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33521","（旧：有漢町）","","1,966","49","72","83","73","78","52","56","73","95","103","81","114","159","193","197","105","162","123","75","21","2","-","204","884","878","488","221","1,004"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33541","（旧：成羽町）","","4,071","99","120","154","152","127","134","108","160","219","226","238","255","314","348","386","283","300","244","145","49","2","8","373","1,933","1,757","1,023","440","2,129"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33542","（旧：川上町）","","2,426","47","47","70","62","42","67","62","91","94","106","104","143","196","256","249","216","219","181","122","46","6","-","164","967","1,295","790","355","1,161"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33543","（旧：備中町）","","1,593","25","24","31","35","34","31","32","29","45","76","64","113","142","154","160","132","176","164","97","24","5","-","80","601","912","598","290","720"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33210","新見市","","28,079","702","924","1,050","1,389","983","829","1,035","1,187","1,369","1,578","1,393","1,712","2,169","2,402","2,476","1,875","1,914","1,679","924","291","45","153","2,676","13,644","11,606","6,728","2,939","14,657"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","3321B","（旧：新見市）","","18,697","524","624","704","1,041","763","610","740","831","925","1,085","946","1,116","1,346","1,493","1,537","1,206","1,211","1,049","578","193","29","146","1,852","9,403","7,296","4,266","1,849","9,855"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33561","（旧：大佐町）","","2,673","57","79","99","91","55","52","80","96","120","118","138","169","243","272","272","217","195","185","98","31","3","3","235","1,162","1,273","729","317","1,343"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33562","（旧：神郷町）","","1,631","27","49","50","37","32","37","52","50","77","74","67","105","158","140","161","124","162","138","70","17","3","1","126","689","815","514","228","792"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33563","（旧：哲多町）","","2,845","54","113","126","137","82","78","97","124","149","155","143","179","226","283","269","191","165","152","90","25","7","-","293","1,370","1,182","630","274","1,516"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33564","（旧：哲西町）","","2,233","40","59","71","83","51","52","66","86","98","146","99","143","196","214","237","137","181","155","88","25","3","3","170","1,020","1,040","589","271","1,151"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33211","備前市","","32,320","833","1,037","1,091","1,274","1,230","1,265","1,278","1,371","1,659","2,095","2,058","2,044","2,132","2,555","3,060","2,669","2,102","1,457","664","195","30","221","2,961","16,406","12,732","7,117","2,346","17,687"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","3321C","（旧：備前市）","","22,017","601","705","733","825","848","933","893","953","1,127","1,445","1,404","1,379","1,380","1,733","2,048","1,816","1,420","974","448","137","24","191","2,039","11,187","8,600","4,819","1,583","12,095"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33342","（旧：日生町）","","6,214","126","187","199","269","192","207","254","243","305","369","404","413","448","499","639","545","441","305","121","30","6","12","512","3,104","2,586","1,448","462","3,334"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33344","（旧：吉永町）","","4,089","106","145","159","180","190","125","131","175","227","281","250","252","304","323","373","308","241","178","95","28","-","18","410","2,115","1,546","850","301","2,258"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33212","瀬戸内市","","36,048","1,147","1,409","1,515","1,668","1,384","1,345","1,571","1,719","2,194","2,722","2,174","2,162","2,325","2,578","3,163","2,519","1,765","1,372","774","219","32","291","4,071","19,264","12,422","6,681","2,397","20,174"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33361","（旧：牛窓町）","","5,663","110","147","193","169","153","170","156","221","275","371","319","341","402","516","719","536","353","279","163","47","9","14","450","2,577","2,622","1,387","498","2,924"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33362","（旧：邑久町）","","18,140","609","757","748","907","665","670","807","915","1,160","1,377","1,026","1,066","1,149","1,240","1,498","1,250","925","732","400","120","15","104","2,114","9,742","6,180","3,442","1,267","10,075"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33363","（旧：長船町）","","12,245","428","505","574","592","566","505","608","583","759","974","829","755","774","822","946","733","487","361","211","52","8","173","1,507","6,945","3,620","1,852","632","7,175"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33213","赤磐市","","42,661","1,683","2,037","2,025","1,964","1,482","1,508","1,903","2,395","2,664","3,015","2,313","2,371","2,652","3,259","3,910","2,863","1,939","1,416","746","212","32","272","5,745","22,267","14,377","7,208","2,406","23,562"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33322","（旧：山陽町）","","24,175","965","1,116","1,105","1,081","835","858","1,056","1,315","1,524","1,795","1,359","1,360","1,527","1,884","2,298","1,726","1,108","688","361","102","18","94","3,186","12,710","8,185","4,003","1,169","13,513"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33323","（旧：赤坂町）","","3,930","109","120","147","206","157","151","139","152","192","228","205","242","269","324","427","309","223","198","88","38","4","2","376","1,941","1,611","860","328","2,059"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33324","（旧：熊山町）","","11,162","549","709","678","584","418","408","604","790","787","827","593","592","576","699","771","568","378","325","166","42","7","91","1,936","6,179","2,956","1,486","540","6,294"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33325","（旧：吉井町）","","3,394","60","92","95","93","72","91","104","138","161","165","156","177","280","352","414","260","230","205","131","30","3","85","247","1,437","1,625","859","369","1,696"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33214","真庭市","","42,725","1,365","1,656","1,842","1,617","1,110","1,287","1,679","2,104","2,444","2,533","2,174","2,581","3,158","3,760","3,856","2,729","2,607","2,303","1,314","425","67","114","4,863","20,687","17,061","9,445","4,109","22,830"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33522","（旧：北房町）","","4,606","123","171","174","151","92","109","130","209","253","263","216","292","393","500","475","297","301","274","129","49","4","1","468","2,108","2,029","1,054","456","2,457"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33581","（旧：勝山町）","","6,669","185","217","261","259","189","188","240","314","318","387","359","415","498","593","629","465","467","379","207","77","14","8","663","3,167","2,831","1,609","677","3,501"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33582","（旧：落合町）","","13,164","457","578","578","514","324","425","559","709","710","767","650","749","968","1,109","1,136","834","789","702","418","142","24","22","1,613","6,375","5,154","2,909","1,286","6,970"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33583","（旧：湯原町）","","2,317","45","65","91","63","49","50","78","65","104","115","89","150","190","225","271","190","192","162","90","29","3","1","201","953","1,162","666","284","1,115"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33584","（旧：久世町）","","10,233","407","421","480","441","349","408","498","544","680","690","609","621","631","728","793","568","490","457","259","71","14","74","1,308","5,471","3,380","1,859","801","5,758"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33585","（旧：美甘村）","","1,048","5","27","41","31","17","16","19","26","61","41","38","61","92","124","129","84","86","84","47","17","2","-","73","402","573","320","150","495"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33587","（旧：川上村）","","1,770","51","72","76","74","39","38","54","92","111","98","86","120","140","196","159","110","106","75","54","15","3","1","199","852","718","363","147","974"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33588","（旧：八束村）","","2,390","84","90","114","67","41","48","89","122","144","146","108","152","212","217","202","147","144","144","91","19","3","6","288","1,129","967","548","257","1,279"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33589","（旧：中和村）","","528","8","15","27","17","10","5","12","23","63","26","19","21","34","68","62","34","32","26","19","6","-","1","50","230","247","117","51","281"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33215","美作市","","25,939","714","892","1,006","909","782","839","1,005","1,195","1,337","1,530","1,366","1,520","1,873","2,281","2,502","1,747","1,645","1,386","916","275","48","171","2,612","12,356","10,800","6,017","2,625","13,728"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33621","（旧：勝田町）","","2,526","57","93","84","66","69","69","98","106","121","137","100","168","206","224","265","177","178","164","106","30","4","4","234","1,140","1,148","659","304","1,298"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33641","（旧：大原町）","","3,324","64","106","146","150","87","57","97","140","160","203","162","201","264","318","356","218","227","188","138","39","3","-","316","1,521","1,487","813","368","1,689"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33642","（旧：東粟倉村）","","905","14","22","49","23","18","26","31","43","46","45","44","59","86","105","76","58","63","53","31","13","-","-","85","421","399","218","97","503"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33644","（旧：美作町）","","11,330","414","464","449","407","374","416","522","596","634","710","616","582","745","883","1,053","735","616","490","335","109","23","157","1,327","5,602","4,244","2,308","957","6,078"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33645","（旧：作東町）","","5,322","100","141","188","173","142","177","176","208","271","260","271","362","395","543","508","390","394","342","212","51","11","7","429","2,435","2,451","1,400","616","2,805"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33646","（旧：英田町）","","2,532","65","66","90","90","92","94","81","102","105","175","173","148","177","208","244","169","167","149","94","33","7","3","221","1,237","1,071","619","283","1,355"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33216","浅口市","","32,772","984","1,204","1,401","1,434","1,245","1,158","1,354","1,626","1,851","2,357","2,055","1,896","2,029","2,334","3,097","2,579","1,838","1,327","669","174","29","131","3,589","17,005","12,047","6,616","2,199","17,905"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33442","（旧：金光町）","","11,370","401","465","504","486","450","426","490","577","663","834","750","642","635","728","988","852","673","480","206","56","5","59","1,370","5,953","3,988","2,272","747","6,195"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33443","（旧：鴨方町）","","16,710","510","621","747","776","609","574","699","852","982","1,202","975","944","1,012","1,272","1,650","1,317","852","621","320","86","19","70","1,878","8,625","6,137","3,215","1,046","9,121"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33444","（旧：寄島町）","","4,692","73","118","150","172","186","158","165","197","206","321","330","310","382","334","459","410","313","226","143","32","5","2","341","2,427","1,922","1,129","406","2,589"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33346","和気町","","13,623","351","431","484","623","487","478","482","553","743","919","808","776","858","1,074","1,393","1,091","864","664","355","133","24","32","1,266","6,727","5,598","3,131","1,176","7,178"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33345","（旧：佐伯町）","","2,933","53","64","82","95","81","89","92","110","139","164","151","193","233","291","318","238","215","179","104","38","4","-","199","1,347","1,387","778","325","1,543"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","3334B","（旧：和気町）","","10,690","298","367","402","528","406","389","390","443","604","755","657","583","625","783","1,075","853","649","485","251","95","20","32","1,067","5,380","4,211","2,353","851","5,635"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33423","早島町","","12,368","645","705","677","577","506","477","688","793","871","1,005","753","575","636","696","964","732","500","332","155","48","6","27","2,027","6,881","3,433","1,773","541","7,000"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33445","里庄町","","10,950","450","532","543","496","437","505","582","608","629","806","650","589","663","714","848","712","479","427","208","59","7","6","1,525","5,965","3,454","1,892","701","6,183"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33461","矢掛町","","13,414","417","487","519","549","521","452","518","635","747","886","770","732","916","1,063","1,262","986","749","652","343","122","30","58","1,423","6,726","5,207","2,882","1,147","7,240"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33586","新庄村","","813","32","33","34","22","23","25","31","33","45","33","37","50","69","68","66","67","55","62","18","9","1","-","99","368","346","212","90","414"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33606","鏡野町","","12,062","431","504","550","447","328","437","488","592","726","715","579","592","969","1,052","1,096","810","642","612","360","87","15","30","1,485","5,873","4,674","2,526","1,074","6,478"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33602","（旧：富村）","","509","4","11","14","11","11","9","10","9","30","32","21","28","46","64","65","46","37","31","26","4","-","-","29","207","273","144","61","260"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33603","（旧：奥津町）","","1,169","16","30","50","33","16","25","25","39","50","57","56","56","99","127","139","89","88","88","63","20","3","-","96","456","617","351","174","550"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33604","（旧：上齋原村）","","496","2","5","11","19","8","15","10","6","22","23","27","35","61","54","50","38","42","49","15","4","-","-","18","226","252","148","68","261"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","3360B","（旧：鏡野町）","","9,888","409","458","475","384","293","388","443","538","624","603","475","473","763","807","842","637","475","444","256","59","12","30","1,342","4,984","3,532","1,883","771","5,407"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33622","勝央町","","10,888","497","551","532","423","367","452","593","673","723","703","537","612","738","803","813","568","489","432","265","79","16","22","1,580","5,821","3,465","1,849","792","6,201"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33623","奈義町","","5,578","248","261","227","228","263","275","287","290","290","308","280","283","360","425","500","335","276","240","161","35","5","1","736","2,864","1,977","1,052","441","3,061"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33643","西粟倉村","","1,398","49","56","73","55","43","57","70","88","87","83","59","71","112","125","119","53","66","81","39","10","2","-","178","725","495","251","132","795"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33663","久米南町","","4,530","102","126","170","252","121","102","168","173","220","233","231","265","333","406","472","352","310","287","151","50","6","-","398","2,098","2,034","1,156","494","2,252"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33666","美咲町","","13,053","383","493","547","512","347","371","452","588","714","844","704","743","930","1,133","1,290","906","836","714","388","119","35","4","1,423","6,205","5,421","2,998","1,256","6,826"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33661","（旧：中央町）","","6,026","212","258","296","258","182","189","229","303","366","411","323","315","404","497","562","382","336","276","161","53","12","1","766","2,980","2,279","1,220","502","3,219"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33662","（旧：旭町）","","2,112","37","57","65","54","48","41","47","62","99","138","121","123","158","219","251","178","163","147","80","17","7","-","159","891","1,062","592","251","1,056"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33665","（旧：柵原町）","","4,915","134","178","186","200","117","141","176","223","249","295","260","305","368","417","477","346","337","291","147","49","16","3","498","2,334","2,080","1,186","503","2,551"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33681","吉備中央町","","10,886","231","360","371","624","319","338","410","460","551","596","546","655","878","929","1,038","712","684","652","370","133","11","18","962","5,377","4,529","2,562","1,166","5,682"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33305","（旧：加茂川町）","","4,403","88","135","139","386","146","162","169","201","206","235","200","249","346","323","416","276","283","256","125","43","2","17","362","2,300","1,724","985","426","2,237"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","33523","（旧：賀陽町）","","6,483","143","225","232","238","173","176","241","259","345","361","346","406","532","606","622","436","401","396","245","90","9","1","600","3,077","2,805","1,577","740","3,445"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34000","広島県","","2,799,702","105,103","121,639","125,936","128,376","127,079","128,946","140,529","156,431","179,628","214,946","181,003","163,281","159,835","179,410","210,493","161,842","116,963","84,035","43,517","13,372","2,299","55,039","352,678","1,580,054","811,931","422,028","143,223","1,631,088"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34100","広島市","","1,200,754","48,267","54,256","55,767","56,767","56,517","59,183","63,946","70,853","82,203","99,003","82,817","71,302","63,906","68,483","81,146","61,325","42,483","28,213","14,227","4,252","753","35,085","158,290","706,497","300,882","151,253","47,445","718,213"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","3410B","（旧：広島市）","","1,195,501","48,167","54,113","55,643","56,632","56,406","59,064","63,813","70,631","82,007","98,751","82,521","70,967","63,443","67,856","80,470","60,875","42,140","27,923","14,055","4,212","747","35,065","157,923","704,235","298,278","149,952","46,937","715,459"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34101","広島市中区","","142,699","5,104","5,033","4,805","4,816","6,831","8,993","8,829","9,175","9,927","11,939","10,422","8,709","7,630","7,656","8,749","6,467","4,616","3,356","1,643","459","66","7,474","14,942","87,271","33,012","16,607","5,524","90,111"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34102","広島市東区","","119,353","4,827","5,503","5,700","5,781","5,158","5,449","6,068","7,004","7,848","9,675","8,606","8,066","6,807","6,988","8,360","6,549","4,625","3,197","1,553","471","80","1,038","16,030","70,462","31,823","16,475","5,301","71,669"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34103","広島市南区","","145,805","5,791","6,401","6,425","6,662","7,602","7,747","8,128","8,629","10,224","12,235","10,192","8,857","7,725","7,809","9,208","6,905","4,942","3,410","1,768","535","91","4,519","18,617","88,001","34,668","17,651","5,804","89,148"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34104","広島市西区","","190,232","7,256","7,950","8,033","8,171","8,343","9,601","10,121","10,968","12,864","15,337","13,053","11,480","9,786","10,169","11,529","8,377","5,997","4,129","2,128","597","114","14,229","23,239","109,724","43,040","21,342","6,968","111,722"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34105","広島市安佐南区","","247,020","11,756","13,454","13,812","14,280","12,966","12,402","13,532","15,639","18,606","22,196","17,321","12,958","10,921","11,352","14,097","11,106","7,637","4,662","2,315","650","135","5,223","39,022","150,821","51,954","26,505","7,762","147,893"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34106","広島市安佐北区","","138,979","4,273","5,492","6,246","6,393","5,656","5,121","5,790","6,760","8,310","10,492","8,893","8,165","8,734","10,696","13,145","10,052","6,659","4,324","2,200","694","122","762","16,011","74,314","47,892","24,051","7,340","78,617"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34107","広島市安芸区","","77,103","3,105","3,526","3,934","3,837","3,846","3,914","3,987","4,324","5,087","6,323","5,610","4,762","4,004","4,400","5,686","4,465","3,060","1,823","884","300","60","166","10,565","45,694","20,678","10,592","3,067","46,257"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34108","広島市佐伯区","","139,563","6,155","6,897","6,812","6,827","6,115","5,956","7,491","8,354","9,337","10,806","8,720","8,305","8,299","9,413","10,372","7,404","4,947","3,312","1,736","546","85","1,674","19,864","80,210","37,815","18,030","5,679","82,796"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","3410C","（旧：広島市佐伯区）","","134,310","6,055","6,754","6,688","6,692","6,004","5,837","7,358","8,132","9,141","10,554","8,424","7,970","7,836","8,786","9,696","6,954","4,604","3,022","1,564","506","79","1,654","19,497","77,948","35,211","16,729","5,171","80,042"
